,Count,Word
1505,1,deadly inman square
1506,1,inman st
1507,1,copenhagen bike lane
1508,1,biker lane
1509,1,mass ave cycle track
1510,1,bu bridge intersection
1511,2,bicycle rack
1512,1,post
1513,1,watertown greenway
1514,1,watertown-cambridge greenway
1515,1,bicycle lane
1516,1,portland street
1517,1,cardinal
1518,1,medeiros st
1519,1,counterflow
1520,1,quincy
1521,1,bumper sticker
1522,1,door
1523,1,bicycles sticker
1524,1,handle
1525,1,reminder
1526,4,cyclist
1527,1,bicycle safety education
1528,1,cambridge kid
1529,3,helmet
1530,1,renting
1531,1,biking shelter
1532,1,garage
1533,1,1050 mass ave
1534,1,zipcar
1535,1,zip van
1536,1,payment
1537,1,mobile app payment
1538,1,fire hydrant visibility
1539,1,noiseles
1540,1,gardner street
1541,3,connection
1542,1,intersection of mass ave
1543,2,western
1544,1,prospect/river
1545,1,construction alert website
1546,2,construction
1547,1,street repair
1548,1,fibre optic network
1549,1,fio
1550,1,school food
1551,2,wi fi
1552,1,solar charger
1553,1,cell phone
1554,4,jefferson park
1555,1,lc
1556,1,board
1557,1,data projector
1558,2,printer
1559,1,copier
1560,1,youth program
1561,2,learning center
1562,1,cambridge school volunteer
1563,1,cambridgeport youth center
1564,1,community school registration system
1565,1,computer programming course
1566,1,middle school student
1567,1,lunch line
1568,1,literacy
1569,1,crls freight farm
1570,1,learning production center
1571,1,mission
1572,1,facelift
1573,1,amigos public school
1574,1,replacement chair
1575,1,desk
1576,1,cambridge elementary school
1577,2,moore youth center
1578,1,party line
1579,4,hoop
1580,1,cambridge public elementary school
1581,1,haggerty
1582,1,daycare scholarship
1583,3,bicycle desk
1584,1,middle school
1585,1,staff room
1586,1,moore youth
1587,4,
1588,1,cambridge youth programs shuttle
1589,1,public school class
1590,1,library hour expansion
1591,2,fawcett street
1592,1,quadrangle side
1593,1,borrowing
1594,1,amharic book
1595,1,board game
1596,1,kurzweil
1597,1,software
1598,2,clc
1599,1,magee st cambridge community center building
1600,1,stretch pb
1601,1,worker
1602,1,salary increase
1603,1,city worker
1604,1,homeless survival/hygiene kit
1605,1,buildin
1606,1,storefront
1607,1,random acts of street furniture
1608,1,whimsy
1609,1,park bench
1610,1,sennet park
1611,1,sidewalk bench
1612,1,street furniture
1613,1,resilience
1614,1,urban heat island
1615,1,urban heat schmiland
1616,2,shade structure
1617,1,nap pod
1618,1,resting pod
1619,1,sleeping bag
1620,1,hand
1621,1,locker
1622,1,tent encampment
1623,1,storm shelter
1624,1,motion
1625,1,@ bus stop
1626,1,drinking fountain sculpture
1627,1,hand washing station
1628,1,joan lorentz
1629,1,danehy park water fountain
1630,1,porta-potty
1631,1,portland loo
1632,1,port a potty
1633,1,water bottle station for basketball player
1634,1,composting toliet
1635,1,foundation
1636,1,rodent remediation
1637,1,sidewalk lighting
1638,1,police substation
1639,1,barron park
1640,1,injection facility
1641,1,substance abuse prevention
1642,1,opioid trafficking campaign
1643,1,narcan
1644,1,lock box
1645,1,marijuana dispensary
1646,2,ev
1647,1,blighting
1648,1,influence
1649,1,electric car
1650,1,car charging station
1651,1,employee
1652,1,car charging option
1653,1,road light
1654,1,salt shed
1655,1,school building
1656,1,public school
1657,1,charging booth
1658,1,crls rooftop solar
1659,1,power line
1660,1,tile
1661,1,recycle bin
1662,1,green infrastructure city
1663,2,feasibility study
1664,1,street utility
1665,1,emission
1666,1,white roof project
1667,1,bin
1668,1,street recycling
1669,1,smoker
1670,1,pole
1671,1,cigarette butt disposal
1672,1,recycling barrel
1673,1,trash collection unit
1674,1,trash container
1675,1,brattle st.
1676,1,styrofoam
1677,1,ep
1678,1,hazardous waste collection
1679,1,bigbelly
1680,1,mr.
1681,1,trash wheel boat
1682,1,trash receptacle
1683,1,pickup
1684,1,compost
1685,1,city wide composting
1686,1,community compost bin
1687,1,compost bin
1688,1,composting
1689,1,curbside composting pick-up
1690,1,compost pickup
1691,1,availability
1692,1,compost barrel
1693,1,compost drop
1694,1,eco safe digester
1695,1,vail court
1696,1,flower -garden
1697,1,community greenhouse
1698,1,butterfly
1699,1,green house sanctuary for bee
1700,1,tree canopy
1701,2,jade chain
1702,1,moss wall
1703,1,biochar
1704,1,christmas tree
1705,1,copper beech
1706,1,car emission
1707,1,danehy field
1708,1,planting tree
1709,1,unused public well
1710,2,replacement tree
1711,1,marie ave
1712,1,prune
1713,1,water collection
1714,1,preserve alewife river reservation
1715,1,christmas light
1716,1,atrium
1717,1,de-paving party
1718,1,community bee hive
1719,1,rabbit bow hunting
1720,1,archery
1721,1,chicken coop
1722,1,chicken co-op
1723,1,dog poop bag station
1724,2,field
1725,1,danehy 3
1726,1,cambridge girls softball league
1727,1,artwork
1728,1,portrait
1729,1,woman
1730,1,minority
1731,1,stem
1732,1,inspire the next generation
1733,1,sidewalk listening booth
1734,1,gentleman's repair
1735,1,pool player
1736,9,senior center
1737,1,citywide
1738,1,street art
1739,1,fresh red paint job
1740,2,gift of the wind
1741,1,kinetic sculpture
1742,1,gyorgy kepe
1743,1,blue sky
1744,1,art installation
1745,1,street mural
1746,1,outdoor stage
1747,1,gold star mothers park
1748,1,performance stage
1749,1,band shell
1750,1,rental
1751,1,sports equipment
1752,2,coffee & artist square
1753,1,concert
1754,1,banner holder
1755,1,huron avenue
1756,1,city yard
1757,1,integrated accessible water play space
1758,1,workout area
1759,1,entry point
1760,1,adult playground
1761,1,athletic equipment
1762,1,cambridge basketball court
1763,1,mobility
1764,1,bankshot playcourts sports facility
1765,1,autistic
1766,1,participant
1767,1,hoyt softball field
1768,1,birdbath
1769,1,jfk park
1770,1,swamp
1771,1,dog drinking fountain
1772,1,doggie dream park
1773,1,saint peters field
1774,1,toy
1775,1,paine playground
1776,1,riverbend park
1777,1,batting cage
1778,1,area youth
1779,1,bump-out
1780,1,floating dock
1781,1,flower garden
1782,1,playground feature
1783,1,cambridge library lawn
1784,2,fort washington
1785,2,green patio - piazza in central square
1786,2,resurfacing
1787,1,hoyt field tennis courts improvement
1788,1,beautify park
1789,1,tobin playground
1790,1,kid's park
1791,1,landscaping opportunity
1792,1,beach
1793,3,everyone
1794,1,tree house
1795,1,new playground
1796,1,no frills dog park
1797,1,outdoor fitness gym
1798,1,outdoor volleyball net system
1799,1,outdoor waterpark
1800,1,kind
1801,1,pre-teen
1802,1,project hockey
1803,1,workout equipment
1804,1,pump
1805,1,raymond park safety
1806,1,recreation for youth
1807,1,old park structure
1808,2,repair net
1809,1,fresh pond tennis court
1810,2,hoyt
1811,1,secondary
1812,1,human
1813,2,seating area
1814,1,slide
1815,1,redevelopment
1816,1,alewife brook
1817,1,splash pad
1818,1,lorentz playground
1819,1,sprinkler
1820,1,summer pool
1821,1,sun
1822,1,rain shelter
1823,1,swim park
1824,1,city sports field
1825,1,twin city plaza basketball court
1826,1,citizen
1827,1,phone app
1828,1,traffic violation
1829,1,water spray
1830,1,silva park
1831,1,winter tennis court bubble
1832,1,ride share pickup area
1833,1,pick-up spot
1834,1,ride share
1835,1,uber
1836,1,drop off zone
1837,1,lyft
1838,1,drive
1839,1,yield
1840,1,crosswalk sign
1841,1,half
1842,1,pedestrian overpass
1843,1,leverett circle
1844,1,contemplative path
1845,1,albany st
1846,2,bump
1847,1,pleasant st
1848,1,way stop
1849,2,river st
1850,2,franklin st
1851,1,pedestrian safety initiative
1852,1,fresh pond mall parking lot
1853,1,bury
1854,1,utility line
1855,1,roberts road
1856,1,tour bus
1857,1,cyclist safety project
1858,1,north mass ave
1859,1,porter street
1860,1,loughrey walkway
1861,1,contra
1862,2,sparks street
1863,1,circle
1864,1,cross traffic
1865,1,intersection of harvard street & moore street
1866,1,st. mary'
1867,1,curb cut
1868,1,railway crossing
1869,1,ride
1870,1,drop off
1871,1,pick up
1872,1,ellery - broadway
1873,1,arlington line
1874,1,fix inman square
1875,1,issue
1876,2,putnam
1877,1,bike lane pinch point
1878,1,patch
1879,1,walkway light
1880,1,whole food
1881,1,putnam st
1882,1,franklin street
1883,1,bicycle bell
1884,1,fresh pond mall pedestrian acces
1885,1,green bridge
1886,1,green connector
1887,1,leav
1888,1,fall
1889,1,massav
1890,1,curvilinear
1891,1,inman square bike friendly
1892,1,north point pedestrian
1893,1,make science bridge bike friendly
1894,1,tunnel
1895,1,mass ave median beautification
1896,1,mirror
1897,1,visibility
1898,1,marcella st
1899,1,cardinal medeiros ave
1900,1,state
1901,1,massachusetts no idling signage
1902,1,charles hotel
1903,1,painting center bike lane
1904,1,pedestrian bridge
1905,1,pedestrian light
1906,1,crossroad
1907,1,robert
1908,1,kirkland
1909,1,sidewalk ramp
1910,1,project statu
1911,1,brattle street
1912,1,garden st
1913,1,standish
1914,1,mass avenue
1915,1,red light camera
1916,1,median strip
1917,1,brick sidewalk section
1918,1,concrete
1919,1,46 pleasant street
1920,3,asphalt
1921,1,porter square t exit
1922,1,cycling infrastructure
1923,1,child seat
1924,1,elm intersection
1925,1,beech
1926,1,safer crosswalks for mass ave
1927,1,border
1928,1,sidewalk improvement
1929,1,sidewalk pothole repair
1930,1,warren street
1931,1,speed camera
1932,1,speed hump
1933,1,richdale ave
1934,1,street signs upgrade
1935,1,the industrial revolution
1936,1,snow emergency
1937,1,vintage
1938,1,parking spot
1939,1,switch parking
1940,2,section
1941,1,broadway st
1942,1,advertising
1943,1,jcdecaux
1944,1,seniorctr & cityhall
1945,1,pub purpose
1946,1,tokyo restaurant site
1947,2,green space
1948,1,gateway
1949,2,traffic mirror
1950,2,waverly
1951,1,overhanging tree branch
1952,1,sidewalk path
1953,1,way bike path signage
1954,1,walkable central square
1955,1,rail trail bike connector
1956,1,bike path solution
1957,1,charles river pedestrian
1958,2,opening
1959,1,binney
1960,1,bicycle sharing
1961,1,sidney
1962,1,bike repair station
1963,1,bikerack
1964,1,red light runner
1965,1,t improvement
1966,1,path improvement
1967,1,charles river bike
1968,1,contra flow bike lane
1969,1,thorndike
1970,2,windsor street
1971,1,emergency bicycle maintenance stand
1972,1,fix alewife
1973,1,rindge avenue
1974,1,green street bus lane
1975,1,lending
1976,1,pannier
1977,1,granny cart
1978,1,quadrandle
1979,1,field st
1980,1,hubway station
1981,1,lowell
1982,1,route 69
1983,1,bike counter
1984,2,bike bridge
1985,1,pedstrian
1986,1,car safety
1987,1,rail trail
1988,1,display
1989,1,red light avoidance
1990,1,lechmere
1991,1,shoupistum
1992,1,shuttle bu
1993,1,ct2 bus route
1994,1,supplement
1995,1,bike liner
1996,1,budget proces
1997,1,shadora gray
1998,1,got talent
1999,1,data book
2000,1,cambuck
2001,1,currency
2002,1,selfie spot
2003,1,technology trail
2004,1,all public housing
2005,2,wifi hotspot
2006,1,divide
2007,1,monopoly
2008,1,comcast
2009,1,iotnet network
2010,1,all direction
2011,1,new youth center van
2012,1,problem
2013,1,cost
2014,1,air conditioning
2015,1,better equipment
2016,1,cyp
2017,1,hand dryer
2018,1,dyson airblade
2019,1,sex education
2020,1,fix ceiling
2021,1,weekend backpack program
2022,1,gathering/ lunch spot
2023,1,student 
2024,1,kitchen
2025,1,laundry room
2026,1,climate impact sign
2027,1,masterplan
2028,1,instrument
2029,1,schooler
2030,1,tobin school
2031,1,moore weight room
2032,1,scooter
2033,1,coast
2034,1,school toilet
2035,1,charging bench
2036,1,homelessness task force
2037,1,awarenes
2038,1,public art wall
2039,2,wall
2040,2,gore st.
2041,1,storage space
2042,1,refugee
2043,1,van
2044,1,homelessnes
2045,1,rainbow crosswalk
2046,1,street cleaning parking reminder
2047,1,universal access park
2048,1,playground and bandshell
2049,1,rat problem
2050,1,environmental quality monitoring station
2051,1,cambridge plaza of star
2052,1,baby box
2053,1,supply
2054,1,baby
2055,1,side street
2056,1,picnic table(s)
2057,1,hill
2058,2,color printer
2059,1,computer center
2060,1,trash compacter
2061,1,brattle st. & huron ave
2062,1,quote
2063,1,traffic law
2064,1,human right
2065,1,area 4 court
2066,2,columbium
2067,1,announcement reboot
2068,1,police oversight board
2069,1,lincoln
2070,1,bike sign
2071,1,streets pilot
2072,2,paul dudley white
2073,1,green wall
2074,1,someone
2075,1,little library
2076,1,longfellow road
2077,1,baseball backstop
2078,1,ball
2079,1,language clas
2080,1,raspberry pi station
2081,1,treehouse
2082,1,bike trail
2083,1,alewife linear parkway
2084,1,fresh pond bikeway
2085,1,ability
2086,1,inclusive playground equipment proposal
2087,1,graham
2088,1,computer acces
2089,1,harvey & cedar
2090,1,commemoration
2091,1,bike fatality
2092,1,bug spray
2093,1,bicycle wash
2094,1,plaque
2095,1,sam langford
2096,1,memorial drive: safer road
2097,1,wider park
2098,1,spitton
2099,1,litter disposal receptacle
2100,1,african-american trail
2101,1,triangle
2102,1,plymouth street
2103,1,bike crosswalk
2104,1,binney street
2105,1,food pantry program
2106,1,traffic safety garden
2107,1,danehy park playing field
2108,1,hampshire street improvement
2109,1,crossing opportunity
2110,1,wall art
2111,1,perimeter
2112,1,wheelchair curb cut
2113,1,irving
2114,1,beacon @ aaa
2115,1,soup kitchen
2116,1,water taste
2117,1,snow melt system
2118,1,traffic area
2119,1,cooling station
2120,1,signal head
2121,1,building block
2122,1,city playground
2123,1,safe
2124,1,cambridge care
2125,1,design playground
2126,1,commonwealth
2127,1,aggressive driving reporting
2128,1,cremation scattering garden
2129,1,sunscreen dispenser
2130,1,bus stop pole information
2131,1,benefit
2132,1,transit ridership
2133,2,video game center
2134,1,shepard st. bicycle boulevard
2135,1,bike box
2136,1,transition
2137,1,flex post
2138,1,speed table
2139,1,entry
2140,1,rat infestation
2141,1,asperger
2142,1,hfa
2143,1,sharing
2144,1,surplus restaurant food
2145,1,stand desk
2146,1,bicycle parking subsidy
2147,1,field playground
2148,1,update glacken
2149,1,spray deck
2150,1,river street court
2151,1,diaper gap
2152,1,disposable diaper waste
2153,1,outdoor fitnes
2154,1,workout station
2155,1,cambridge public makerspace
2156,1,recycling center
2157,1,kirkland street
2158,1,cambridge commons cafe
2159,1,fitness program
2160,1,a second entrance set of covered bench
2161,1,parklet boulevard
2162,1,brattle
2163,1,cambridge clean
2164,1,speed limit sign
2165,1,little free pantry initiative
2166,1,incubator kitchen
2167,1,phase
2168,1,tesla powerwall
2169,1,cambridge street composting
2170,1,pedestrian visibility
2171,1,bicycle sign
2172,1,bark park
2173,1,russell field pool house
2174,1,water park
2175,1,stop light
2176,1,alewife community garden
2177,1,building community
2178,1,ice cream
2179,1,display art
2180,1,thirsty tree
2181,1,alewife exit
2182,1,floor tile
2183,1,spray deck area
2184,1,bucket
2185,1,telescope equipment
2186,1,literacy center
2187,1,central square library
2188,1,new pilot curiculuum
2189,1,links homelessness with poverty
2190,1,game center
2191,1,video game
2192,1,scooter lock
2193,1,bus display
2194,1,asthetic
2195,1,birthday
2196,1,ideas fair
2197,1,bike sidewalk
2198,1,kit
2199,1,livability revamp
2200,1,beech-elm
2201,1,prospect st bike lane
2202,1,height basketball net
2203,1,cambridge park
2204,1,story
2205,1,bike washing station
2206,1,truck shower
2207,1,area improvement
2208,1,pearl street
2209,1,tinyhome
2210,1,the homeles
2211,1,digester
2212,1,library lending
2213,1,body camera
2214,1,sidewalk bump
2215,1,prescott st
2216,2,direction
2217,1,glenwood street
2218,1,credit card
2219,1,dog washing station
2220,1,composting program
2221,1,sparks st
2222,1,bathing suit
2223,1,vassar street
2224,1,putnam avenue
2225,1,tmp
2226,1,amusement park
2227,1,function hall
2228,1,sunscreen booths to protect against melanoma
2229,1,storm safety
2230,1,ac
2231,1,bus alert screen
2232,1,grass
2233,1,clement morgan historical marker
2234,1,police man
2235,1,brigade
2236,1,supper
2237,2,webster
2238,1,inside
2239,1,bus-stop
2240,1,music venue
2241,1,healing wing
2242,1,inner circle
2243,1,area four
2244,1,science center plaza
2245,1,daycare center
2246,1,snowmelt system
2247,1,senior housing
2248,1,young person
2249,1,public interest incentive
2250,1,improvement initiative
2251,1,bat box
2252,1,art on fire
2253,1,fire hydrant
2254,1,port - cherry st. lot garden & lopez park
2255,1,sidewalk sign
2256,1,peabody school playground
2257,1,suggestion
2258,1,rink
2259,1,alberico play ground
2260,1,bristol st b/
2261,1,berkshire
2262,1,cambridge girls softball league field
2263,1,gore st field
2264,1,drinking
2265,1,bottle
2266,1,fill station
2267,1,plumbing
2268,1,fiber optic network
2269,1,internet reliability
2270,1,tricycle use
2271,1,main
2272,1,gym space
2273,1,stipend
2274,1,intern
2275,1,maintenance issue
2276,1,universal design playground element
2277,1,sheep day
2278,1,historical preservation
2279,1,upkeep
2280,1,black american historical site
2281,1,havard square central area
2282,1,roof top
2283,1,urbanism fund
2284,1,commercial corridor
2285,1,fresh pond mall step ladder
2286,1,mini-library
2287,1,carbon monoxide detector
2288,1,wayfinding signage
2289,1,water station
2290,1,bubbler
2291,1,bottle refill
2292,1,desktop
2293,1,north cambridge senior center
2294,1,mass ave cambridge
2295,1,public art space
2296,1,spray paint
2297,1,tulip
2298,1,temporary detention center
2299,1,bike offender
2300,1,music stage
2301,1,danahy park
2302,1,cambridgeside gallerium
2303,1,pet waste disposal
2304,1,wood chip
2305,1,trail
2306,1,dudley white
2307,1,energy efficiency
2308,1,book exchange box
2309,1,hurley street park
2310,1,o'brien/land blvd
2311,1,kinetic energy tile
2312,1,promote walking
2313,1,commuting spot
2314,1,daycare
2315,1,public housing capital improvement apprenticeship program
2316,1,universal design playground
2317,1,preservation
2318,1,18 pound american cannon
2319,1,perimeter shrub
2320,1,water spigot
2321,1,breastfeeding
2322,1,pumping station
2323,1,mom
2324,1,greenhouse
2325,1,blood pressure monitoring station
2326,1,vellucci community plaza
2327,1,dog bowl
2328,1,dog poop bag
2329,1,train
2330,1,forum at mt
2331,1,auburn
2332,1,lakeview avenue
2333,1,meditation center
2334,1,youth center makeover
2335,1,tree map
2336,1,swap parking
2337,1,student center
2338,1,business workspace
2339,1,cambridge graffiti trail
2340,1,@ cameron ave
2341,1,lake st
2342,1,town
2343,1,throughtout
2344,1,one main street
2345,1,out of town news
2346,1,bike theft
2347,1,furniture bank
2348,1,route 28
2349,1,general use small park
2350,1,broadband utility
2351,1,cambridge public school
2352,1,cps school
2353,1,rapid transit
2354,1,transportation van
2355,1,baby university program
2356,1,rental coop
2357,1,ppl
2358,1,ami
